,text,sentiment
2500,government can fuk up so bad that an event like benghazi unfolds but lets make a big deal about trump calling someone a dog gopdebate ,Negative
2502,in 3pm gopdebate fox news asked a real softball of a question 2 words to describe hillary all seven answered with more than two words ,Negative
2503,reenit be back after 3 advil and a late dinner gopdebate footnote megankelly needs a new job is cnn hiring she is way too full of ,Negative
2505,nowiknowmyabcs lindsey graham could be the solution for insomniacs everywhere gopdebate ,Negative
2506,aboion rights are barbaric and need to go we are killing american citizens gopdebate prolife aboionismurder plannedparenthood ,Negative
2507,thatsjustbogus the day after the gopdebate a man who is mean to everybody is complaining about everybody being mean to him trumpthe ,Negative
2508,johnkasich john kasich knows how to balance budgets because hes actually done it he will do it again gopdebate ,Positive
2510,wtc1998 i filled 1525 of my bingo spaces tonight im surprised i didnt get cruz denies climate change gopdebate ,Negative
2511,larryelder donald trump said singlepayer works in canada noitdoesnot 20 reasons why not gopd ,Negative
2512,trump obama paranoid egomaniacs always blaming others democratsthinkalike gopdebate ,Negative
2513,megynkelly well done gopdebate suppose to advance survival of the fittest not protection of endangered species greta foxnews ,Positive
2515,thattexasboy26 thats messed up jebbush getting no love on snapchat gopdebate ,Negative
2516,rebeccazwriting megynkelly frankluntz govmikehuckabee interesting considering he doesnt have a snowballs chance in hell of winni ,Negative
2518,ironhide81 tell me marklevinshow when are you going to moderate a gopdebate its the only chance to give conservatives a fair sha ,Negative
2520,wendmyoung not one clown on that stage of idiots last night can match pbos accomplishments gopdebate voteblue2016 ,Negative
2522,gheshes gopdebate trump trumped ,Negative
2523,shicooks the most offensive confusing hilarious amp wild moments gopdebate ht vanity ,Negative
2524,drank way too much watching the gopdebate hangover gdfr ,Negative
2525,jeremypiven after watching last nights gopdebate ive decided ari gold really had the best domestic policy ,Negative
2526,sarahdoiron31 can we talk about climate change or is that just going to be swept under the rug again gopdebate climatechange ,Negative
2527,after gopdebate hes on top go realbencarson go foxnews and megynkelly keep ben on the air ,Positive
2528,cappyyarbrough love to see men who will never be faced with a pregnancy talk about what i can do with my body gopdebate ,Negative
2529,it sure was huckabee delivered his message well imwithhuck gopdebate th2016 ccot tcot teapay pjnet ,Positive
2530,angryblacklady pretty sure i was just drunkenly yelling aboion at the screen at the new parkway last night gopdebate ,Negative
2531,lizzwinstead they all look like they need a stool softener gopdebate ,Negative
2532,when jeb bush said all the republican candidates were better than hillary and bernie gopdebate ,Negative
2533,anarousedwoman all of these gop assholes hate women too bad women vote for these misogynists gopdebate gopclownshow p2 fem2 htt ,Negative
2534,headcace1906 gop in a nut shell gopdebate ,Negative
2535,easily the best pa of last nights gopdebate srshowsxm trump takes down rosie ,Positive
2536,booker25 gopdebate these 10 idiots forget that irandeal involves 5 other countries ,Negative
2538,thedebaterprobs the gopdebate made me realize how much people saying stupid things in suits makes me miss debate season ,Negative
2539,how realdonaldtrump imagined he performed at last nights gopdebate ,Negative
2542,gopdebate was like jacknicholson driving his fellow patients around in one flew over the cuckoos nest ,Negative
2544,redstatejake sorry but jebbush was as inspiring as a manila envelope gopdebate tcot tlot ccot ycot gop ,Negative
2546,buckle2 the scary pa about the gopdebate is that trump won and is still leading the polls is america serious about making him pres ,Negative
2549,ive never seen a gopdebate as enteaining as last nights was ,Negative
2551,teamrickperry governorperry has a plan to end sanctuary cities tcot gopdebate perry2016 ,Positive
2552,demsrrealracist trump keeps trying to make definitive statements when the gopdebate is actually for mealymouthed hemming and hawing ,Positive
2553,laural4705 gopdebate my opinion cruz had the best closing remarks explaining his plan and vision for america he was passionate de ,Positive
2555,immigrannacion petesessions gopdebate usa seriously would you vote for any of these clowns we need cirnow ainf tntvote ,Negative
2556,with first debate over hands down tedcruz is my pick for president gopdebate ,Positive
2557,dannyboi965 a shocking photo taken in the sewers in ohio after the gopdebate last night lol brilliant ,Negative
2558,chucknellis dont jeb me man gopdebate ,Negative
2559,pattonoswalt cruz wants us to forfeit citizenship if we go and join isis that seriously fucks up the spring break comedy script i jus ,Negative
2560,br549q megynkelly kellyfile gopdebate foxnews demnstes its bias for jeb by time allotment amp time spent attackng trump ,Negative
2561,thedonald says re calling women dogs disgusting animals we have a lot of fun i say what i say trumpmisogynist misogyny gopdebate ,Negative
2564,getupstandup2 batsask what if you gave a gopdebate and nobody came oh wait badassteachersa ,Negative
2566,tharightstuff yes goyim communist sympathizer chrislhayes approves of jebbush plz stop being racist gopdebate cuckservative htt ,Negative
2567,arseniohall btw carlyfiorina earned a spot at the big table for next debate dont you think gopdebate shebrungit ,Positive
2568,trump more adam sandler movies makeamericafaagain gopdebate ,Negative
2570,chrisclaytondtn political junkies are worse than football fans one poor debate and suddenly that guy isnt going to the super bowl ,Negative
2571,kept wondering where the donald left his pinky ring and gold chains were what with his used car salesman gesturingtalk gopdebate ,Negative
2572,nowwithalex whos the real illegal alien gopdebate farrakhan on immigration amp the mexican bor via youtube ,Negative
2573,mn4rand glenn beck is saying rand is a big winner in the gopdebate and christie is a big loser standwithrand getawarrant randpaul ,Positive
2574,jrpolitirants dont get me wrong ben carson is a brilliant man i admire him but i dont see him as president its true he has a lot ,Negative
2575,yes mt cnnpolitics marcorubio takes a stand on aboion during the gopdebate ,Positive
2576,rand paul is looking for a fight problem is is it a political fight he wants or is he merely pent up gopdebate ,Negative
2580,chrisgeidner rubio says all life should be protected rejects that he suppos life of the mother exceptions gopdebate ,Negative
2581,becomingusbrook watched a pa of the gopdebate last night hilarious that scottwalker thinks he has any chance let alone any of th ,Negative
2582,againstcronycap fiorina calls trump out for giving to hillarys senate run trump2016 gopdebate ,Positive
2584,megynkelly realdonaldtrump if it werent for me you wouldnt even be talking about illegal immigration gopdebate ,Negative
2586,megynkelly needs to get in the kitchen and make realdonaldtrump a sandwich she doesnt belong in that setting with him gopdebate ,Negative
2587,peterdaou great to hear about critical topics like extreme inequality povey climate change racial justice at the gopdebate o ,Negative
2588,fingersoffury its fewer records not less records rand paul sorry pally my president knows the difference gopdebate ,Negative
2589,rap nigga that dont rap just look like 1 gopdebate ,Negative
2590,senatorshoshana if realdonaldtrump is complaining about hard questions from a bimbo like megynkelly how is he to lead america g ,Negative
2591,breenewsome i predict tonights winner will be late night comedians and twitter gopdebate ,Negative
2592,my head still hus from hearing mike huckabee imply trans ppl are a social experiment like eat my trans shit u moldy dishrag gopdebate ,Negative
2593,all my faves did really well last night marcorubio johnkasich realbencarson carlyfiorina gopdebate rubiokasich ticket outnumbered ,Positive
2595,xaron4 glad to see somebody factchecking gopdebate fox let lies slide last night amp rest of media not much better ,Negative
2599,vara11 johnkasich really impressed in last nights gopdebate kasich4us ,Positive
2601,a weave on your head should look like you own the hair if i see anymore glue i will scream looking like trump weave gopdebate bad ,Negative
